"Id","Description","baseMean","All_TMP","minus.5614_TMP","minus.6086_TMP","minus.10675_TMP","minus.SICO_TMP","FoldChange.minus5614vsAll","log2FoldChange.minus5614vsAll","stat.minus5614vsAll","pvalue.minus5614vsAll","padj.minus5614vsAll","FoldChange.minus6086vsAll","log2FoldChange.minus6086vsAll","stat.minus6086vsAll","pvalue.minus6086vsAll","padj.minus6086vsAll","FoldChange.minus10675vsAll","log2FoldChange.minus10675vsAll","stat.minus10675vsAll","pvalue.minus10675vsAll","padj.minus10675vsAll","FoldChange.minusSICOvsAll","log2FoldChange.minusSICOvsAll","stat.minusSICOvsAll","pvalue.minusSICOvsAll","padj.minusSICOvsAll"
"NLANBGKA_01670","Stress response regulator gls24",3734.01,106.313594945203,77.3625936041509,99.3487060325106,60.7726231618227,40.2116742532692,0.684,-0.548,-3.747,0.000179044805105713,0.00995830154111774,0.9,-0.152,-1.041,0.297827191605134,1,0.554,-0.851,-5.854,4.79126028579026e-09,1.17220661129938e-07,0.344,-1.541,-10.097,5.68317956213368e-24,8.672532011816e-21
"NLANBGKA_01671","hypothetical protein",30.43,2.81863117830844,2.09029051693721,2.78831898369173,1.82638171864955,0.789872172832074,0.751,-0.413,-1.376,0.168840274491551,0.67611306461147,0.952,-0.071,-0.251,0.801508104396682,1,0.634,-0.658,-2.424,0.0153563022419637,0.0527617261049552,0.374,-1.419,-2.818,0.00482944068675782,0.0293614601115236
"NLANBGKA_01672","hypothetical protein",2158.77,60.6849479616809,48.8979733408913,54.1081474188732,36.0469318560257,18.6299831247859,0.759,-0.398,-2.158,0.0309604904530182,0.293998803651425,0.86,-0.218,-1.184,0.23648439050263,1,0.576,-0.795,-4.327,1.51019507522976e-05,0.000151983461826314,0.277,-1.851,-9.457,3.1660898772748e-21,2.41572657636068e-18
"NLANBGKA_01673","hypothetical protein",162.93,9.06077493880724,8.39644123259165,10.2683139356206,6.80890174716419,4.83558108108934,0.864,-0.21,-1.083,0.278812494361453,0.799505815075281,1.079,0.11,0.585,0.558560546649564,1,0.732,-0.449,-2.444,0.0145268037669022,0.0504238880763416,0.453,-1.142,-4.361,1.29521630991139e-05,0.000247062511115598
"NLANBGKA_01674","hypothetical protein",0.52,0,0,0,0,0.0653848361841776,0.613,-0.707,-0.288,0.773660711643499,NA,0.455,-1.137,-0.463,0.643262667395117,1,0.613,-0.707,-0.298,0.765819899103108,NA,5.38,2.428,1.007,0.313922851176173,NA
"NLANBGKA_01675","hypothetical protein",0.09,0,0,0,0,0,0.838,-0.255,-0.053,0.957363158409034,NA,1.386,0.471,0.099,0.921039994999364,1,0.54,-0.89,-0.188,0.851244770918708,NA,3.177,1.667,0.349,0.727286970333113,NA
"NLANBGKA_01676","Putative lipid kinase",8.02,0.467189607567404,0.993204706229557,0.623198566643297,0.34436827018308,0.36556067502972,1.389,0.474,0.748,0.454163327399721,NA,1.15,0.202,0.322,0.747670991717672,1,0.725,-0.465,-0.764,0.444597439506708,0.611321479321724,0.519,-0.946,-0.94,0.347121941426944,0.5792835233445
"NLANBGKA_01677","hypothetical protein",7.94,0.179548801044926,0.148440920768004,0.269074260356254,0.123523401261322,0.0874166831592809,0.631,-0.664,-1.071,0.284312695290275,NA,1.359,0.443,0.813,0.41595028315618,1,0.631,-0.665,-1.232,0.217785318450134,0.38389735016241,0.318,-1.655,-1.555,0.119935818528437,0.284195743904339
"NLANBGKA_01678","50S ribosomal protein L33 1",14.28,0.973879211109894,1.51297218368788,1.08812448144068,1.54614325388322,0.492387847999215,1.457,0.543,1.274,0.202691559605635,0.718282083521417,1.102,0.14,0.328,0.742651310880091,1,1.559,0.641,1.663,0.0963189914428341,0.209948769366178,0.722,-0.469,-0.689,0.491099477011423,0.704697417791729
"NLANBGKA_01679","50S ribosomal protein L32",21.38,1.34595101227752,1.17056268948484,1.20600463359675,1.57835457167245,1.4744280559532,0.795,-0.331,-0.727,0.467179496820655,0.880105890784717,0.975,-0.036,-0.084,0.933210431861313,1,1.254,0.327,0.814,0.41571281234355,0.586456255119266,1.119,0.162,0.298,0.765541102708508,0.881681207371587
"NLANBGKA_01680","hypothetical protein",5.6,0.293662039042368,0.416200067372386,0.253895712336158,0.151522038880555,0.214462262684102,1.159,0.213,0.34,0.733613347547159,NA,0.809,-0.305,-0.484,0.628432561648925,1,0.471,-1.085,-1.79,0.0733773453618912,0.171536166504981,0.742,-0.43,-0.465,0.641744168460569,0.805596169226364
"NLANBGKA_01681","hypothetical protein",9.7,0.421236531413233,0.223878110010761,0.312166859429702,0.217347186918829,0.395524664786255,0.548,-0.868,-1.633,0.102488323558297,NA,0.664,-0.59,-1.192,0.233433442584478,1,0.437,-1.193,-2.543,0.0110058243391849,0.0406699602533942,1.065,0.091,0.145,0.884859066984693,0.940790937265189
"NLANBGKA_01682","hypothetical protein",13.25,0.73415509760592,0.445928643613271,0.725416320960451,0.144306703695767,0.34467149359945,0.576,-0.796,-1.509,0.131329519508027,NA,0.91,-0.136,-0.276,0.78227164619733,1,0.248,-2.01,-3.945,7.98847399771791e-05,0.000651473827744926,0.469,-1.091,-1.522,0.128085534267984,0.297955069044121
"NLANBGKA_01683","Histidine--tRNA ligase",169.9,1.42177923832132,1.52960852225327,1.37675844013269,1.46720284127298,1.87843267051657,1.061,0.085,0.551,0.581448679180094,0.923408592812477,0.955,-0.066,-0.436,0.662477263015186,1,1.022,0.031,0.217,0.82823849745105,0.901221022817835,1.301,0.379,2.053,0.0400907476034144,0.136376465237011
"NLANBGKA_01684","hypothetical protein",43.04,1.12745247132338,1.17056268948484,1.08812448144068,1.2987603332619,1.2350728520647,1.055,0.077,0.3,0.764420778254068,0.970747790537389,1.035,0.05,0.202,0.840124513486506,1,1.179,0.238,1.046,0.295515306404643,0.473671533250004,0.966,-0.05,-0.141,0.887858959264456,0.941537714967033
"NLANBGKA_01685","Aspartate--tRNA ligase",244,1.81964685427196,1.53264068548901,1.78989944717257,1.70234880732013,1.15186099490497,0.807,-0.31,-1.991,0.046449496344019,0.376037096706159,0.939,-0.09,-0.6,0.54875919488484,1,0.909,-0.138,-0.951,0.341487509927063,0.520484185377554,0.614,-0.705,-3.587,0.000334250014898458,0.0037259183453036
"NLANBGKA_01686","hypothetical protein",140.01,1.65360812719544,1.85744239332524,1.71562118719161,1.65802870021055,1.69582779598452,1.043,0.06,0.349,0.72689864993338,0.96317987890538,1.021,0.029,0.174,0.861915117786486,1,0.995,-0.007,-0.044,0.964566017406741,0.979667151596881,0.996,-0.006,-0.027,0.978079215841259,0.986428700630072
"NLANBGKA_01687","hypothetical protein",26.88,0.343705570040225,0.438412992316418,0.328067493468069,0.354686420600551,0.496998221107822,1.166,0.222,0.607,0.54386507724371,0.918329804623294,0.946,-0.08,-0.219,0.826276431085481,1,0.956,-0.065,-0.191,0.848726359394994,0.912380836349618,1.282,0.358,0.793,0.427953517315372,0.657660692269142
"NLANBGKA_01688","Anaerobic ribonucleoside-triphosphate reductase-activating protein",59.8,1.05922874778964,1.2812128939635,1.28842600289991,0.866917137873823,1.22035429325842,1.175,0.232,0.96,0.337072659379568,0.823557908429473,1.17,0.226,0.961,0.33643284700173,1,0.802,-0.319,-1.406,0.159735965180612,0.307134599717194,1.017,0.024,0.076,0.939382861542462,0.971863218111049
"NLANBGKA_01689","hypothetical protein",87.93,2.29976295635589,2.49155913826089,1.95010260981085,1.96248423851321,1.40498620884917,1.004,0.005,0.027,0.978442852709494,0.99578739881351,0.855,-0.225,-1.162,0.245069962797339,1,0.837,-0.257,-1.409,0.158796213773561,0.306035818968592,0.554,-0.853,-2.938,0.00330027739033428,0.022088698673904
"NLANBGKA_01690","hypothetical protein",2.31,0.170733743629284,0.272223881275543,0.354273086980685,0.176188417302971,0,1.804,0.851,0.888,0.374407479812423,NA,1.901,0.927,1.005,0.3146996343428,1,1.378,0.463,0.526,0.599000950984691,NA,0.51,-0.973,-0.682,0.495550526267841,0.708725494924766
"NLANBGKA_01691","Anaerobic ribonucleoside-triphosphate reductase",268.08,1.42530110911231,1.43529485086696,1.32828274573685,1.55857138085585,1.23812512005979,0.955,-0.066,-0.413,0.679649317419024,0.946188872960535,0.909,-0.138,-0.88,0.378898421268161,1,1.052,0.073,0.484,0.628218949032746,0.765186857233877,0.839,-0.253,-1.333,0.182562667145439,0.378519877804267
"NLANBGKA_01692","hypothetical protein",44.72,0.227748844147822,0.313289284290345,0.277988006207472,0.30415007804491,0.45494959921582,1.375,0.459,1.735,0.0827226699905763,0.490457251517732,1.25,0.321,1.242,0.214248603905832,1,1.387,0.472,1.984,0.0472656834525828,0.125599259961077,1.754,0.811,2.474,0.0133674357743085,0.0631538916148443
"NLANBGKA_01693","hypothetical protein",26.93,0.944952105829402,1.00444323190118,0.829560248227051,1.08765819988517,1.23421970480331,0.987,-0.019,-0.058,0.953678970190851,0.992646578553773,0.905,-0.144,-0.448,0.653825733580765,1,1.159,0.213,0.733,0.463676925525741,0.626030025995268,1.154,0.206,0.482,0.629492919541775,0.800263647566721
"NLANBGKA_01694","Putative pre-16S rRNA nuclease",156.69,4.43662073373362,4.46329658580549,4.02762622806639,4.87813758266536,3.78973332890523,0.892,-0.164,-0.882,0.37765826102072,0.852732450484838,0.881,-0.183,-1.009,0.312935677489748,1,1.076,0.105,0.609,0.542225897350417,0.697411836568195,0.848,-0.239,-1.05,0.293760887650187,0.521254784365331
"NLANBGKA_01695","hypothetical protein",64.34,2.58622818474813,2.79338823627063,2.51010533786883,3.22845253296637,2.92448540023776,0.971,-0.042,-0.149,0.881831748495631,0.988031274173523,0.938,-0.092,-0.33,0.74177153689136,1,1.192,0.253,0.959,0.337686289424119,0.519065328480878,0.948,-0.078,-0.223,0.823400894768504,0.91055087156104
"NLANBGKA_01696","50S ribosomal protein L28",6.73,0.177618168775626,0.440534345505046,0.184279146050437,0.610975963228045,0.583717852063585,1.48,0.566,0.72,0.471300925990668,NA,0.691,-0.533,-0.635,0.525375344088891,1,2.73,1.449,2.083,0.0372126543066803,0.106033647512408,1.363,0.447,0.434,0.664395419857553,0.826297808233599
"NLANBGKA_01697","putative AAA domain-containing protein",88.88,0.817660890698537,0.758184364437255,0.740027787140934,0.825831017595443,0.895710279575191,0.923,-0.116,-0.538,0.590489850188661,0.923408592812477,0.895,-0.16,-0.759,0.447717267931551,1,1.031,0.044,0.225,0.821983636455884,0.899701953845248,0.988,-0.017,-0.065,0.948489250809669,0.973651030356368
"NLANBGKA_01699","Transposase from transposon Tn916",1.63,0.0193708469025309,0,0.020097285936899,0.00999485744594691,0.0318298213086564,0.881,-0.183,-0.12,0.904186453322685,NA,1.919,0.94,0.689,0.490967082311542,1,0.596,-0.746,-0.53,0.596397619176854,NA,4.753,2.249,1.513,0.130333801760005,NA
"NLANBGKA_01700","hypothetical protein",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLANBGKA_01701","hypothetical protein",0.14,0,0,0.0185777350489872,0,0,1.964,0.974,0.209,0.834311576958445,NA,5.013,2.326,0.503,0.614824244526059,1,0.645,-0.632,-0.136,0.891761231710453,NA,7.45,2.897,0.622,0.534266903166646,NA
"NLANBGKA_01702","hypothetical protein",0.16,0.0311082668477085,0,0,0,0,0.526,-0.927,-0.194,0.84581052163523,NA,0.391,-1.353,-0.284,0.776446752245945,1,0.173,-2.531,-0.532,0.594425270748743,NA,1.994,0.996,0.209,0.834693991300256,NA
"NLANBGKA_01703","hypothetical protein",26.05,0.259113563860913,0.596757449541289,0.313635879944666,0.467935708307597,1.34827378378609,1.906,0.931,1.867,0.0618471719361478,0.437803011038913,1.208,0.273,0.539,0.58963978388497,1,1.91,0.933,2.007,0.0447739729244265,0.120749188164728,4.913,2.297,4.427,9.53465555368763e-06,0.000191445847038517
"NLANBGKA_01704","Putative 2-aminoethylphosphonate import ATP-binding protein PhnT",549.23,1.96776463783263,5.43068070365284,3.52632933800219,6.37987532128653,3.27650679100712,2.602,1.38,9.348,8.91501874593329e-21,1.04127418952501e-17,1.71,0.774,5.233,1.66501920275452e-07,0.000307862050589311,3.107,1.635,11.399,4.2500581814283e-30,1.20616651188935e-27,1.475,0.561,3.284,0.00102195449107034,0.00901446562643551
"NLANBGKA_01705","hypothetical protein",155.34,1.10899561571891,2.60517980237813,1.79491228660607,2.6894017475023,0.789655234580815,2.332,1.221,6.912,4.7758851454122e-12,2.78911692492072e-09,1.602,0.68,3.833,0.000126829172296508,0.117253569788122,2.46,1.298,7.761,8.40052175601381e-15,4.58474629683984e-13,0.708,-0.498,-1.848,0.064546743451752,0.191630993205007
"NLANBGKA_01706","hypothetical protein",37.78,1.91881445965184,4.34527058975431,3.80843568504237,4.73506371501735,1.64502303763374,2.445,1.29,4.182,2.8843546034194e-05,0.00198172128046697,2.005,1.004,3.285,0.00102112696750769,0.314677293820287,2.598,1.377,4.804,1.55169260862886e-06,2.11716520350418e-05,0.72,-0.474,-0.906,0.365119065491772,0.597823705944682
"NLANBGKA_01707","hypothetical protein",0.57,0,0,0.108812448144068,0.21646005554365,0,0.877,-0.189,-0.093,0.926083403420848,NA,0.838,-0.255,-0.126,0.899410074855587,1,3.641,1.864,1.035,0.300692397010856,NA,1.959,0.97,0.461,0.644967153595505,NA
"NLANBGKA_01708","hypothetical protein",24.79,0.506313860417876,0.403642306718909,0.459638789574079,0.359211730104764,0.294654509614473,0.71,-0.493,-1.327,0.184579404593839,0.68699085636426,0.877,-0.19,-0.54,0.588954216487757,1,0.718,-0.479,-1.433,0.151824980499723,0.296748825522185,0.571,-0.809,-1.552,0.120775334193051,0.285299009254792
"NLANBGKA_01709","hypothetical protein",3.02,0.0643995699654316,0.0684539584494056,0.0668146611410942,0.088609379462313,0.07054679693556,1.028,0.039,0.046,0.963483572333946,NA,0.983,-0.025,-0.03,0.975867622779954,1,1.417,0.503,0.693,0.488195941901311,NA,1.055,0.077,0.066,0.947040557952986,0.973651030356368
"NLANBGKA_01710","Adenylosuccinate synthetase",708.02,5.44640642177415,6.20670449308238,5.77465131778517,6.7127786992432,7.52799948229807,1.061,0.085,0.664,0.506449450873197,0.897972386983745,1.015,0.021,0.168,0.866963059853262,1,1.192,0.253,2.06,0.0394436509498743,0.111717646103536,1.29,0.368,2.649,0.00808116995887878,0.0437677651175478
"NLANBGKA_01711","Low molecular weight protein-tyrosine-phosphatase PtpA",37.62,1.0706428506753,1.11095070066848,0.925661451225576,0.894400923947722,1.00529185633173,0.835,-0.261,-0.82,0.412405583728606,0.862938430071049,0.821,-0.285,-0.922,0.356417165409165,1,0.803,-0.317,-1.092,0.274958798295532,0.450538723766004,0.725,-0.464,-1.097,0.272586831736621,0.500998841601149
"NLANBGKA_01712","hypothetical protein",9.12,0.161945977413071,0.229522095977419,0.392044849930832,0.194973211794832,0.325241482930854,1.01,0.014,0.023,0.981297772153514,NA,1.797,0.846,1.576,0.11505653723819,1,0.917,-0.125,-0.237,0.812898543065133,0.894881666940459,1.468,0.554,0.766,0.443729805736434,0.669764276512164
"NLANBGKA_01713","O-acetyltransferase OatA",173.75,1.15505456048378,1.09921043328889,1.27366135760066,0.861204339601178,1.09969323328545,0.879,-0.186,-1.102,0.270458796626552,0.790244371296006,1.038,0.054,0.333,0.739345695692169,1,0.712,-0.49,-3.101,0.00192578438270475,0.00955134075164604,0.785,-0.349,-1.657,0.0975073142581235,0.253973600523779
"NLANBGKA_01714","Holliday junction ATP-dependent DNA helicase RuvB",104.93,1.14642838064588,1.24203848934327,1.02930694190334,0.841789104891973,1.82341225592902,1.026,0.037,0.166,0.868437135836863,0.988031274173523,0.865,-0.209,-0.946,0.344148783616538,1,0.696,-0.522,-2.454,0.0141217941505687,0.0494785824682887,1.275,0.351,1.358,0.174602617888855,0.366497379502603
"NLANBGKA_01715","30S ribosomal protein S10",149.15,3.2749075432421,3.74886090096451,4.7418758039253,5.75635196727599,10.8413827643618,1.083,0.115,0.416,0.677688443248671,0.946188872960535,1.369,0.453,1.682,0.0924736909650435,1,1.693,0.759,2.906,0.00365735934026714,0.0164233952653135,3.031,1.6,5.647,1.62841419843864e-08,8.01600021553989e-07
"NLANBGKA_01716","50S ribosomal protein L3",197.08,3.17663263387177,3.03896082847025,3.20421271578084,3.89732167312966,4.91046406746653,0.953,-0.07,-0.375,0.707934044195234,0.959242417192614,1.01,0.014,0.077,0.93877985619824,1,1.236,0.306,1.773,0.0762106670414346,0.176704144659797,1.485,0.57,2.775,0.00551791706916882,0.0328919587794985
"NLANBGKA_01717","50S ribosomal protein L4",205.36,2.55358294819451,3.43063461330499,2.35497472311799,3.67825239311493,7.20701987824294,1.27,0.345,1.495,0.13487507482242,0.611098423962612,0.933,-0.1,-0.436,0.662825301130971,1,1.425,0.511,2.313,0.0207251070029217,0.0656449259757721,2.594,1.375,5.724,1.04113502196413e-08,5.57849610506901e-07
"NLANBGKA_01718","50S ribosomal protein L23",32.03,1.19862056751987,1.353711953826,1.12698607006356,1.23691460310657,1.39509890266444,1.067,0.094,0.275,0.783065541759219,0.97347900009576,0.992,-0.012,-0.037,0.970608370753893,1,1.078,0.109,0.35,0.725993826648889,0.839596772628177,0.994,-0.009,-0.019,0.984598458744045,0.989787383427808
"NLANBGKA_01719","50S ribosomal protein L2",473.53,4.75743104766291,6.22609757824666,5.69203022963011,6.98806515053824,9.30530079290454,1.21,0.275,2.114,0.0344864946000693,0.317944201131832,1.133,0.18,1.411,0.158121259386387,1,1.412,0.497,4.049,5.14714629808747e-05,0.000455437226138745,1.757,0.813,5.721,1.06013359794889e-08,5.57849610506901e-07
"NLANBGKA_01720","30S ribosomal protein S19",92.73,3.59097602089852,3.98669901491212,3.72564360493275,4.36449351123338,3.6715006926898,1.1,0.137,0.72,0.471731957889571,0.882985459639454,1.04,0.056,0.304,0.761087662232248,1,1.236,0.306,1.778,0.0754168709258687,0.175725024374068,1.064,0.09,0.363,0.716456708145585,0.86240382236481
"NLANBGKA_01721","50S ribosomal protein L22",192.3,5.92476043681971,5.92126740587358,5.87969018041629,6.18050421749633,8.53616242920276,0.945,-0.082,-0.426,0.670340307990537,0.944460168556029,0.97,-0.044,-0.233,0.816008840505197,1,1.04,0.056,0.312,0.754988893473307,0.855891009766481,1.249,0.321,1.481,0.138504717665563,0.315459998742759
"NLANBGKA_01722","30S ribosomal protein S3",553.95,8.4918400690823,9.18828777767667,8.33643755942454,9.98509288475548,13.1382843527963,1.016,0.022,0.142,0.886950939054645,0.988031274173523,0.957,-0.063,-0.406,0.684421761701004,1,1.159,0.212,1.397,0.162561043062144,0.310881563484074,1.444,0.53,3.164,0.00155490488746164,0.0126886890816389
"NLANBGKA_01723","50S ribosomal protein L16",100.62,2.17031251482042,2.96200777874508,2.64088605897099,2.62675067402422,3.75700314191128,1.212,0.278,1.387,0.165491375783988,0.669366306549682,1.161,0.216,1.106,0.268826856536658,1,1.2,0.263,1.435,0.151222169080499,0.295978286793418,1.636,0.71,3.003,0.00267109647402556,0.0192268548083161
"NLANBGKA_01724","50S ribosomal protein L29",23.22,1.13362184189149,1.37713257586451,1.12012814265952,1.50407906241728,1.41923556188009,1.179,0.237,0.666,0.505239974015782,0.897972386983745,1.072,0.1,0.288,0.773474862540608,1,1.362,0.446,1.409,0.158948836208494,0.306035818968592,1.017,0.024,0.048,0.961501524116619,0.980199582722746
"NLANBGKA_01725","30S ribosomal protein S17",42.82,1.49392025675623,1.49723134701549,1.77136543490343,2.68687336387031,2.10409923418269,1.059,0.082,0.235,0.813907586283869,0.974993979129228,1.241,0.311,0.926,0.354260636631862,1,1.964,0.974,3.101,0.00193180746703482,0.00955134075164604,1.647,0.72,1.798,0.0721815182185142,0.206271529590735
"NLANBGKA_01726","50S ribosomal protein L14",241.91,6.31854797119849,8.15555972182058,6.49307067613781,8.63178828049064,8.53674068163666,1.195,0.257,1.72,0.0853697644404182,0.498559424332043,1.001,0.002,0.011,0.991337338074979,1,1.349,0.432,3.105,0.00190212053862393,0.00948811813217532,1.184,0.243,1.356,0.175038873453889,0.366618070759995
"NLANBGKA_01727","50S ribosomal protein L24",143.38,3.99787429389363,5.33127561547549,4.90194692134166,6.78848738549022,6.25072560174581,1.289,0.367,1.955,0.0505482798871979,0.393602606054981,1.222,0.29,1.578,0.114542983440621,1,1.717,0.78,4.526,6.02366796077464e-06,6.7837974891581e-05,1.4,0.486,2.158,0.0309495970974309,0.114633701870582
"NLANBGKA_01728","50S ribosomal protein L5",301.15,5.79166799222448,6.30803227111272,5.73381150359157,6.98684957060338,7.30512082267724,1.045,0.064,0.405,0.685223963903858,0.948272025876429,0.968,-0.046,-0.298,0.765694299628613,1,1.2,0.263,1.761,0.0782473461457724,0.18024835094294,1.177,0.235,1.31,0.190243159704275,0.391254800146528
"NLANBGKA_01729","30S ribosomal protein S14 type Z",21.95,0.661943120792223,1.40723383435335,0.936500578289107,2.23557106545081,1.71394021407377,2.064,1.045,2.897,0.003770544293058,0.0858795772985601,1.344,0.426,1.157,0.247413074838763,1,3.296,1.721,5.449,5.07044688467197e-08,9.99300573520767e-07,2.535,1.342,2.953,0.0031453453655585,0.0214276653028673
"NLANBGKA_01730","30S ribosomal protein S8",121.89,2.55841927953578,3.19244369859501,2.68321605082531,3.78805097201388,5.60526368378904,1.218,0.285,1.141,0.253907066248319,0.785554537668597,1.071,0.1,0.404,0.686321190493702,1,1.507,0.592,2.521,0.0117155117127086,0.0424089569396262,1.978,0.984,3.623,0.000291500218345227,0.00336991919086982
"NLANBGKA_01731","50S ribosomal protein L6",130.3,2.35094609907514,2.47703340658776,2.46050620101052,3.21345897064099,3.56935086068345,0.996,-0.006,-0.025,0.980112905542433,0.99578739881351,1.022,0.031,0.136,0.891469215128676,1,1.358,0.441,2.027,0.0426252993572638,0.117447184054286,1.449,0.535,2.059,0.0395381364167005,0.135280708905572
"NLANBGKA_01732","50S ribosomal protein L18",195.66,2.67531094890293,4.23254305802426,3.45341201948757,7.44769343650186,14.4830182691859,1.512,0.596,1.557,0.119564099997044,0.596243082124877,1.248,0.319,0.838,0.402277208241071,1,2.711,1.439,3.857,0.00011482222514123,0.000900180870029868,4.975,2.315,6.024,1.69797631282193e-09,1.0364447413465e-07
"NLANBGKA_01733","30S ribosomal protein S5",209.93,3.02167494441461,3.85429178245007,4.24965689245581,5.42799986843452,8.18945073206824,1.198,0.261,1.477,0.139660171334109,0.6221193137366,1.355,0.439,2.57,0.0101589091756901,1,1.758,0.814,5.016,5.28311193658437e-07,7.89130088211918e-06,2.51,1.328,7.026,2.1216085120736e-12,2.49044199186485e-10
"NLANBGKA_01734","50S ribosomal protein L30",19.45,0.55061632320444,1.62578151317338,0.952108921260592,1.64148875453935,1.40740859886442,2.177,1.122,2.385,0.0170723447224342,0.216744550389165,1.352,0.435,0.909,0.363092654172466,1,2.529,1.338,3.07,0.00214346676030564,0.0103455079349446,2.243,1.165,2.052,0.0401611729600808,0.136376465237011
"NLANBGKA_01735","50S ribosomal protein L15",456.22,9.52893089015903,11.6254513681713,9.91236685148014,15.9824616353462,12.9723962830752,1.166,0.221,1.762,0.0780498916716164,0.478059900486322,1.023,0.032,0.261,0.794236672803143,1,1.649,0.722,6.12,9.33940845082027e-10,2.40956738031163e-08,1.21,0.275,1.894,0.0582768786474861,0.180753082959479
"NLANBGKA_01736","Protein translocase subunit SecY",713.35,5.11864517008304,6.38241837654145,5.50500100181298,8.62199072748403,6.13904446836453,1.175,0.233,1.935,0.053035685624152,0.399649553606513,1.047,0.066,0.555,0.578774815564406,1,1.648,0.721,6.269,3.63427738170041e-10,1.01118423620252e-08,1.098,0.135,0.99,0.322112564839749,0.553475978820814
"NLANBGKA_01737","Adenylate kinase",107.34,2.13847929807229,2.02253186409459,1.71204906942272,1.66813253813455,1.88146365772177,0.913,-0.131,-0.761,0.446405262332322,0.873369089454191,0.799,-0.324,-1.911,0.0560499519046656,1,0.772,-0.374,-2.366,0.0179922269927888,0.059374349076203,0.755,-0.405,-1.726,0.0843552043084294,0.230691831137389
"NLANBGKA_01738","Translation initiation factor IF-1",7.37,0.1529489786679,0.541927171057794,0.37026458049023,0.31567091433449,0.614345023313835,2.574,1.364,2.048,0.0405170269309881,NA,2.052,1.037,1.567,0.117199753658174,1,1.715,0.778,1.242,0.214419885631078,0.380347415678535,3.23,1.691,2.132,0.0329854787289032,0.118839740492545
"NLANBGKA_01739","50S ribosomal protein L36",3.89,0.193198709896295,0.410723750696433,0.200443983423283,0.299056655685306,0.74074136782338,2.005,1.004,1.015,0.309978445496946,NA,1.079,0.11,0.107,0.915037774333273,1,1.898,0.924,1.023,0.306449840039289,NA,1.911,0.934,0.749,0.453731452679598,0.677239779714249
"NLANBGKA_01740","30S ribosomal protein S13",43.98,0.97078360014006,1.03190099348525,1.10161362790482,1.8783723828168,1.99396731834393,1.074,0.103,0.378,0.705457697928316,0.958920320974629,1.075,0.104,0.398,0.690690884336521,1,1.852,0.889,3.828,0.000129279166020164,0.000986659026633092,1.78,0.832,2.565,0.0103318654184148,0.0534455139949188
"NLANBGKA_01741","30S ribosomal protein S11",198.53,4.88473273603939,5.77600487199866,6.41736406770919,6.91990413785213,5.98425703454164,1.107,0.147,0.608,0.543258895033695,0.918329804623294,1.277,0.352,1.487,0.136996519842345,1,1.402,0.487,2.101,0.0356244880870694,0.102746236982828,1.182,0.241,0.902,0.367201164585398,0.598663437133886
"NLANBGKA_01742","DNA-directed RNA polymerase subunit alpha",900.43,7.84745913626841,9.36700271820664,8.73987163618697,13.1610488899457,16.5873156294736,1.117,0.16,1.128,0.259405768203303,0.78722360594594,1.078,0.108,0.773,0.439774320750756,1,1.626,0.701,5.117,3.10985401460128e-07,4.79661178991219e-06,1.958,0.969,6.602,4.05489019330771e-11,3.63986025587504e-09
"NLANBGKA_01743","50S ribosomal protein L17",278.8,6.71063643905411,6.7063487418402,6.63500904503475,10.8314582481022,11.058210419649,0.942,-0.087,-0.676,0.499004076733021,0.895906619572564,0.95,-0.074,-0.593,0.553415946658382,1,1.548,0.63,5.494,3.92619768729563e-08,7.95896359753214e-07,1.525,0.609,4.132,3.59499524323887e-05,0.000577469762229738
"NLANBGKA_01744","hypothetical protein",2.32,0.0491621717146822,0.0696763505645735,0.0340038900450211,0.0338218836786953,0.017951640291638,1.726,0.787,0.84,0.401029514425126,NA,0.759,-0.399,-0.394,0.693535064546318,1,1.136,0.184,0.211,0.832897558284519,NA,0.796,-0.329,-0.247,0.805214523351072,0.900636901012119
"NLANBGKA_01745","hypothetical protein",0.66,0,0,0,0,0.294231762828799,4.722,2.239,0.955,0.339378239009213,NA,1.516,0.6,0.249,0.802981924704557,1,1.374,0.458,0.197,0.844171193605075,NA,26.172,4.71,2.02,0.0434073833685996,NA
"NLANBGKA_01746","hypothetical protein",0.43,0,0,0.0250554979279103,0.0249213879737755,0,3.288,1.717,0.723,0.469873350798803,NA,4.298,2.104,0.895,0.370779199253977,1,4.117,2.042,0.905,0.365202837403871,NA,5.428,2.441,0.997,0.318773426561192,NA
"NLANBGKA_01747","hypothetical protein",4.14,0.125496597881354,0.266794914982299,0.130202929403158,0.129506016137227,0.0687379047064431,1.7,0.766,1.041,0.297689938089755,NA,0.876,-0.191,-0.249,0.803601637005842,1,0.822,-0.282,-0.399,0.689810179333713,NA,0.876,-0.191,-0.177,0.859854472476764,0.928618489030108
"NLANBGKA_01748","hypothetical protein",0.04,0,0,0,0,0,3.321,1.732,0.362,0.717713095928812,NA,1.46,0.546,0.114,0.909553405131129,1,0.645,-0.632,-0.132,0.895184361921986,NA,7.438,2.895,0.601,0.54757398532708,NA
